Text,Date,Likes,Retweets,Sentimen,Kategori
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:29:48+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:29:47+00:00,0,2071,Netral,Gempa Bumi
"RT @InfoHumasBMKG: Siap Hadapi Gempa Megathrust! 🌍

Gempa megathrust bisa capai &gt;M8,0, merusak luas &amp; picu tsunami besar.
📌 Contoh: Chile 1…",2025-12-09 11:29:28+00:00,0,217,Netral,Gempa Bumi
"@Yukamrina Oh! Ini dia Sydney yang katanya punya banyak kenalan CEO itu. Tmi nya: kemarin habis kena gempa di Jepang, cuma kaget bentar habis itu udah wkwkwkw",2025-12-09 11:28:04+00:00,0,0,Netral,Gempa Bumi
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:27:54+00:00,0,187,Netral,Gempa Bumi
"RT @MalaysiaGazette: Gempa magnitud 7.5 di Jepun: 30 cedera, kerajaan keluar amaran gempa lebih kuat
#malaysiagazette 

https://t.co/kgHUSH…",2025-12-09 11:27:36+00:00,0,1,Netral,Gempa Bumi
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:27:11+00:00,0,187,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:27:10+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:57+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:44+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:41+00:00,0,2071,Netral,Gempa Bumi
RT @hypergengsi: lagian buat apa sih selamat dari gempa dan hidup lama tapi gak mengimani Tuhan yg sama dengan saya,2025-12-09 11:26:35+00:00,0,1,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:34+00:00,0,2071,Netral,Gempa Bumi
lagian buat apa sih selamat dari gempa dan hidup lama tapi gak mengimani Tuhan yg sama dengan saya https://t.co/TMqlk8Q3W6,2025-12-09 11:26:05+00:00,1,1,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:03+00:00,0,2071,Netral,Gempa Bumi
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:25:56+00:00,0,158,Netral,Gempa Bumi
"Komplikasi:
Jika tidak segera ditangani, meningitis bisa menyebabkan komplikasi serius seperti kejang, kerusakan otak, atau bahkan kematian.",2025-12-09 11:25:46+00:00,0,0,Netral,Gempa Bumi
"@txtdrimedia Nyumbang apa pak?
Bantuan atau kerusakan?",2025-12-09 11:25:25+00:00,0,0,Netral,Gempa Bumi
"@msaid_didu Semua partai ikut andil dalam lahirnya UU Cipta Kerja, termasuk @PDI_Perjuangan dan @Gerindra, mereka bagian dari kerusakan itu.

#ResetIndonesia",2025-12-09 11:25:15+00:00,0,0,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:25:05+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:59+00:00,0,2071,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:24:38+00:00,0,464,Netral,Gempa Bumi
"@fantasia_JB Kaya udah berkali kali bencana alam mulai dari gunung meletus sampe gempa bumi, tapi mitigasinya masih aja nol",2025-12-09 11:24:25+00:00,0,0,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:20+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:15+00:00,0,2071,Netral,Gempa Bumi
"RT @m4chra: guys kemarin gua lagi di rest area sama keluarga, awalnya suasananya normal bgt. tapi tiba2 tanah kayak geter gitu, terus semua…",2025-12-09 11:23:50+00:00,0,4352,Positif,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:23:32+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:23:30+00:00,0,2071,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:22:55+00:00,0,464,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:43+00:00,0,2071,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:38+00:00,0,2071,Netral,Gempa Bumi
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:22:28+00:00,0,187,Netral,Gempa Bumi
"@kentamparsendal Halo! Ini Twitter Wrapped 2025-mu berdasarkan aktivitasmu sepanjang tahun (sampel dari post terbaru).

- Total post: ~100+ (aktif banget di Desember!)
- Top topik: K-pop (EXO, Baekhyun), daily life, makanan (dendeng!), &amp; reaksi berita (gempa, hujan).
- Kata favorit: ""Anjir""",2025-12-09 11:22:17+00:00,0,0,Positif,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:09+00:00,0,2071,Netral,Gempa Bumi
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:21:46+00:00,0,526,Netral,Gempa Bumi
"@bestinformm dibohongi soal ketersedian listrik di aceh pasca gempa, malah dibilang cerdas, yang BODOH elu atau siapa 😝",2025-12-09 11:21:33+00:00,0,0,Netral,Gempa Bumi
"Bener bener kecewa sih sama kondisi Indo skrg😔 kerusakan di mana-mana, korupsi, eksploitasi, belum lagi manajemen pemerintahan YaAllah tolongin",2025-12-09 11:21:13+00:00,0,0,Netral,Gempa Bumi
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:21:02+00:00,0,526,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:20:54+00:00,0,464,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:20:22+00:00,0,464,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:19:57+00:00,0,2071,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:49+00:00,0,464,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:21+00:00,0,464,Netral,Gempa Bumi
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:19:15+00:00,0,526,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:11+00:00,0,464,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:19:00+00:00,0,2071,Netral,Gempa Bumi
@salam4jari Dirjen kebakaran? Dirjen gempa? Dirjen puting beliung? Ada juga?,2025-12-09 11:18:44+00:00,0,0,Netral,Gempa Bumi
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:18:25+00:00,0,158,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:18:23+00:00,0,464,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:18:07+00:00,0,2071,Netral,Gempa Bumi
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:17:36+00:00,0,187,Netral,Gempa Bumi
RT @Ozi_Tyo: udah kayak jepang kalo mau gempa kominfo otomatis ngirim sinyal ke warganya untuk siap siap dan waspada https://t.co/ckhpMqWPDj,2025-12-09 11:17:22+00:00,0,0,Netral,Gempa Bumi
"RT @infoBMKG: #Gempa Mag:5.5, 09-Dec-2025 14:02:54WIB, Lok:2.54LU, 95.94BT (48 km BaratLaut SINABANG-ACEH), Kedlmn:10 Km #BMKG 
Disclaimer:…",2025-12-09 11:17:16+00:00,0,18,Netral,Gempa Bumi
"Gempa bumi kuat bermagnitud 7.5 melanda timur laut Jepun malam tadi, mencederakan 30 orang dan mencetuskan ombak tsunami setinggi 70cm. Kerajaan Jepun keluarkan amaran kemungkinan gempa susulan lebih besar. #GempaJepun #Tsunami

🔗 https://t.co/OSZ0OVn9Fj",2025-12-09 11:16:16+00:00,0,0,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:16:05+00:00,0,2071,Netral,Gempa Bumi
"@steveninseattle Berikut tambahan list kesalahan Jokowi 2014-2024 Wrapped, berdasarkan kritik dari sumber seperti Reuters, CFR, Al Jazeera, dan Indoleft:

8. Penanganan pandemi COVID-19 (kritik distribusi vaksin &amp; dampak ekonomi).
9. Deforestasi &amp; kerusakan lingkungan dari proyek infrastruktur.",2025-12-09 11:16:05+00:00,1,0,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:16:01+00:00,0,2071,Netral,Gempa Bumi
Gempa 7.5m yg jatuh cuma kertasnya doang 😌 https://t.co/9v8ETJRKif,2025-12-09 11:15:50+00:00,1,0,Netral,Gempa Bumi
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:15:23+00:00,0,526,Netral,Gempa Bumi
@rizieqdivist https://t.co/3IIKSSUXAB,2025-12-09 11:15:12+00:00,0,0,Netral,Gempa Bumi
RT @HogwartsXArtist: Anjir firstime gambar gempa se imut ini 😋#BoboiboyGempa #Monsta #Artist https://t.co/XUltABPMoC,2025-12-09 11:15:08+00:00,0,63,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:15:04+00:00,0,464,Netral,Gempa Bumi
"Gempa Jepang
#DuniaDalamBerita https://t.co/dpkkSxdZFT",2025-12-09 11:14:51+00:00,1,0,Netral,Gempa Bumi
@amrudinnejad_ untuk memastikan bahwa pesantren yang mengalami kerusakan parah tidak berjuang sendirian melewati masa sulit ini  memang terbaik pokoknya #NUPeduliBencanaSumatera,2025-12-09 11:14:47+00:00,0,0,Netral,Gempa Bumi
@ivancahyadi88 https://t.co/3IIKSSVvq9,2025-12-09 11:14:18+00:00,0,0,Netral,Gempa Bumi
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:14:09+00:00,0,526,Netral,Gempa Bumi
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:14:02+00:00,0,158,Netral,Gempa Bumi
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:13:07+00:00,0,187,Netral,Gempa Bumi
masa bersyukur? aduh aneh bgt. apanya yang ditangani? masih banyak kerusakan yang lain. hdh. https://t.co/Pc6tYha0dL,2025-12-09 11:13:06+00:00,0,0,Netral,Gempa Bumi
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:13:00+00:00,0,2071,Netral,Gempa Bumi
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:12:41+00:00,0,464,Netral,Gempa Bumi
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:11:44+00:00,0,1589,Netral,Tanah Longsor
"RT @Aceh: Seluruh Aceh Gelap 🕯 mati lampu  sampai Minggu, 14 Des 2025. Aceh terisolasi terputus dari jaringan listrik Sumatera. Aceh mati l…",2025-12-09 11:11:43+00:00,0,3,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:11:39+00:00,0,2390,Netral,Tanah Longsor
"Banjir &amp; longsor melanda Aceh, Sumatera Utara, dan Sumatera Barat.
Ayo ikuti perkembangan penanganannya lewat kanal resmi BNPB.
Tetap waspada dan jaga keselamatan.

https://t.co/TIiL1LNNeB

BNPB Live Update Bencana",2025-12-09 11:11:33+00:00,0,0,Positif,Tanah Longsor
RT @Aceh: Komentar Korban Bencana yg pernah merasakan Bencana Tsunami 2004 yang membunuh lebih 200 ribu warga Aceh dan juga jadi korban Ben…,2025-12-09 11:11:26+00:00,0,1552,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:11:24+00:00,0,3227,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:11:24+00:00,0,1589,Netral,Tanah Longsor
RT @andywindarto: Gubernur Sumbar @mahyeldi_sp membatalkan resepsi pernikahan 3 orang putranya tanggal 6-7 Desember 2025 dan memindahkan ja…,2025-12-09 11:11:23+00:00,0,39,Netral,Tanah Longsor
"RT @inilahdotcom: Suasana kepanikan menyelimuti Desa Aek Bottar, Kecamatan Tukka.

Banjir dan longsor besar memaksa warga bergerak cepat me…",2025-12-09 11:11:14+00:00,0,11,Netral,Tanah Longsor
"RT @tempodotco: Biang Kerok Banjir Sumatera

Lebih dari 800 orang meninggal akibat banjir dan longsor di Sumatera. Pemerintah pusat tak kun…",2025-12-09 11:11:10+00:00,0,2246,Netral,Tanah Longsor
"RT @persib: Kita bersuara bersama di stadion, dan bergerak bersama untuk kemanusiaan.

#PERSIB mengajak Bobotoh untuk membantu saudara-saud…",2025-12-09 11:11:07+00:00,0,1,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:10:46+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:10:45+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:10:40+00:00,0,1589,Netral,Tanah Longsor
"RT @taufik_q: Sangat menyentuh. Begitu sedihnya dokter muda ini, melihat kondisi RSUD Tamiang Aceh, pasca bencana banjir dan longsor di Ace…",2025-12-09 11:10:38+00:00,0,9,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:10:18+00:00,0,3227,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:10:03+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:09:45+00:00,0,1589,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:09:44+00:00,0,2390,Netral,Tanah Longsor
"RT @real_pcyina: PARK CHANYEOL INA PEDULI - #AllEyesOnSumatra 🇮🇩🍒

Sumatra kembali berduka.
Banjir bandang, longsor, dan rumah yang hilang…",2025-12-09 11:09:42+00:00,0,164,Netral,Tanah Longsor
"RT @kompascom: ""Saat ini baru 60 persen listrik menyala di 18 kabupaten/kota yang terdampak banjir dan longsor di Aceh. Saya minta seluruh…",2025-12-09 11:09:40+00:00,0,247,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:09:39+00:00,0,3227,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:09:39+00:00,0,2390,Netral,Tanah Longsor
"Video detik-detik korban terjebak kebakaran di gedung 7 lantai di Kemayoran menunggu untuk di evakuasi oleh petugas. Selasa 09/12
Jakarta Pusat https://t.co/r29ZJLmcZ9",2025-12-09 11:09:35+00:00,0,0,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:09:24+00:00,0,2390,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:09:21+00:00,0,1589,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:09:21+00:00,0,2390,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:09:20+00:00,0,2390,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:09:16+00:00,0,1589,Netral,Tanah Longsor
RT @Aceh: Warga Aceh merasa kecewa setelah menonton di YouTube laporan para pembantu Presiden @Prabowo dalam rapat terbatas penanganan banj…,2025-12-09 11:09:14+00:00,0,392,Netral,Tanah Longsor
"RT @Aceh: Seluruh Aceh Gelap 🕯 mati lampu  sampai Minggu, 14 Des 2025. Aceh terisolasi terputus dari jaringan listrik Sumatera. Aceh mati l…",2025-12-09 11:09:12+00:00,0,3,Netral,Tanah Longsor
"Pantau kondisi terkini banjir longsor di 3 provinsi melalui BNPB Live Update.
Follow juga TikTok @bnpbindonesia, IG @bnpb_indonesia, dan X @BNPB_Indonesia untuk info terbaru.

https://t.co/pdEuFqCJrJ

BNPB Live Update Bencana",2025-12-09 11:09:11+00:00,0,0,Positif,Tanah Longsor
@P0lt4k_1511 Mereka berjuang untuk evakuasi mandiri. Semoga Allah melindungi mereka agar sampai di tempat yang aman. Aamiin,2025-12-09 11:09:09+00:00,0,0,Netral,Tanah Longsor
"RT @NarasiNewsroom: Sebanyak 40 jenazah korban bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat ditemukan pada Senin…",2025-12-09 11:09:07+00:00,0,330,Netral,Tanah Longsor
"RT @IbrahimAzzaini: Besok kita distribusikan ya.
Logistik untuk para korban longsor dan banjir di Tapanuli Tengah. 

Target kita adalah lok…",2025-12-09 11:09:06+00:00,0,10,Netral,Tanah Longsor
"Sekjen PDI-P Hasto Kristiyanto menilai banjir bandang dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat tidak terlepas dari kesalahan kebijakan para pemegang kekuasaan.

Ia menyampaikan hal ini dalam seminar nasional Refleksi Hari Antikorupsi Sedunia di Sekolah Partai https://t.co/alHzunkPzP",2025-12-09 11:09:03+00:00,0,0,Netral,Tanah Longsor
"RT @NarasiNewsroom: Sebanyak 40 jenazah korban bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat ditemukan pada Senin…",2025-12-09 11:08:57+00:00,0,330,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:08:55+00:00,0,1589,Netral,Tanah Longsor
"🚨 Update banjir &amp; longsor Sumatera setakat 7.00 malam: 940 korban meninggal, 276 hilang. Operasi SAR masih berlanjut di Aceh, Sumut &amp; Sumbar. #BanjirSumatera #PrayForSumatera

🔗 https://t.co/MUbajEBrcs",2025-12-09 11:08:54+00:00,0,0,Netral,Tanah Longsor
"RT @Aceh: Seluruh Aceh Gelap 🕯 mati lampu  sampai Minggu, 14 Des 2025. Aceh terisolasi terputus dari jaringan listrik Sumatera. Aceh mati l…",2025-12-09 11:08:54+00:00,0,3,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:08:49+00:00,0,2390,Netral,Tanah Longsor
"RT @kompascom: Mahkamah Partai Gerindra memastikan akan segera menggelar sidang etik terhadap Bupati Aceh Selatan Mirwan MS, yang kini teng…",2025-12-09 11:08:48+00:00,0,1,Netral,Tanah Longsor
"Komika sekaligus musisi Praz Teguh turun langsung ke lokasi banjir dan longsor di Sumatera. Ia berhasil menggalang dana sekitar Rp1 miliar untuk bantuan logistik, sembako, dan obat-obatan bagi para ko",2025-12-09 11:08:47+00:00,0,0,Netral,Tanah Longsor
"BNPB terus melakukan update situasi dan penanganan bencana banjir &amp; longsor di Aceh, Sumut, dan Sumbar.
Saksikan BNPB Live Update Bencana di YouTube @bnpb_indonesia.

https://t.co/a8oI8OqjDe

BNPB Live Update Bencana",2025-12-09 11:08:46+00:00,0,0,Positif,Tanah Longsor
"Dari pagi ke sore, petugas PLN muter terus untuk benerin sambungan yang ketarik longsor. Tenaganya seakan ga habis. https://t.co/uC5NmOvZHj",2025-12-09 11:08:37+00:00,0,0,Netral,Tanah Longsor
"RT @BBCIndonesia: Tujuh bupati di Aceh sudah menyatakan tidak sanggup menangani banjir dan longsor. Di saat yang sama, warga Aceh, Sumut, d…",2025-12-09 11:08:35+00:00,0,199,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:08:35+00:00,0,1589,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:08:33+00:00,0,3227,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:08:33+00:00,0,2390,Netral,Tanah Longsor
@willthesheeple @aimr0d Gedung tinggi tapi jalur evakuasi ga proper atau bahkan ga ada,2025-12-09 11:08:08+00:00,0,0,Netral,Tanah Longsor
"RT @tang__kira: TW // Animal Abuse

Seekor kucing ditemukan tewas dengan setengah bagian tubuhnya tertimbun di tanah di sebuah universitas…",2025-12-09 11:07:52+00:00,0,274,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:07:52+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:07:45+00:00,0,1589,Netral,Tanah Longsor
PLN Pulihkan 100 Persen Listrik Sumut Pascabencana Banjir dan Longsor https://t.co/tFYOti63qB https://t.co/b20HFulAi0,2025-12-09 11:07:17+00:00,0,0,Netral,Tanah Longsor
"RT @kompascom: ""Saat ini baru 60 persen listrik menyala di 18 kabupaten/kota yang terdampak banjir dan longsor di Aceh. Saya minta seluruh…",2025-12-09 11:07:16+00:00,0,247,Netral,Tanah Longsor
"Seluruh Aceh Gelap 🕯 mati lampu  sampai Minggu, 14 Des 2025. Aceh terisolasi terputus dari jaringan listrik Sumatera. Aceh mati listrik sejak Nov 26 🌀 Bencana Banjir dan Longsor 
https://t.co/ArUcor0ksT https://t.co/GEJ1N5XWZU",2025-12-09 11:07:14+00:00,4,3,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:07:13+00:00,0,2390,Netral,Tanah Longsor
